Customer_ID,Age,Monthly_Income,Credit_Score,City,Gender,Contract_Type,Satisfaction_Level,Tenure_Months,Monthly_Usage_GB,Avg_Session_Minutes,Support_Calls,Application_Date,Economic_Index,Promo_Code,Churned
146504,unknown,14492.31,825.0,Giza,Male,Month-to-month,High,36.0,57.38,45.37,4.0,2025-03-18,105.77,P10,0
134483,18,9313.83,741.5,Alexandria,Male,Month-to-month,Medium,32.0,66.29,26.08,4.0,Feb 10 2025,102.45,,0
136272,33,,739.2,Giza,Female,Two year,Low,13.0,57.75,29.51,1.0,05/23/2025,104.78,,0
136875,26,10863.68,664.6,Aswan,Male,One year,Medium,30.0,129.11,49.34,5.0,2025-02-13,101.82,,0
111513,33,7243.18,509.3,Giza,Female,Two year,Medium,20.0,35.38,41.51,1.0,2025-12-13,,,0
123848,40,22762.38,820.1,Mansoura,Female,One year,Medium,4.0,77.36,49.77,5.0,2026-01-03,102.55,,0
109938,48,70764.98,672.8,Cairo,Male,Month-to-month,Medium,20.0,59.12,46.3,4.0,06/27/2026,107.56,,0
152123,50,9353.28,582.4,Mansoura,Male,Month-to-month,Low,16.0,42.45,43.16,3.0,05/11/2025,108.21,,0
109190,50,7567.33,,Cairo,Male,Month-to-month,,50.0,54.98,53.72,1.0,2025-11-12,103.95,,0
155991,29,10967.54,634.5,Giza,Male,One year,,31.0,158.66,41.01,1.0,Apr 26 2026,105.45,,0
111745,18,8959.4,760.9,Cairo,,Month-to-month,Medium,9.0,8.72,36.66,2.0,2025-02-10,103.02,,0
134546,18,23510.49,523.7,Cairo,Female,Month-to-month,Low,29.0,34.73,53.9,2.0,2026-05-05,105.82,,0
113153,30,15381.37,531.8,Aswan,Male,Month-to-month,Medium,24.0,52.64,47.41,2.0,2025-07-16,105.08,,0
113060,43,4498.85,581.9,Alexandria,Male,Month-to-month,Low,33.0,92.59,41.94,0.0,Dec 10 2025,103.77,,0
149859,28,23912.84,578.8,Aswan,Female,Month-to-month,Medium,53.0,15.87,67.17,0.0,2026-05-06,104.88,,0
152311,29,7482.51,621.0,Aswan,Male,Month-to-month,HIGH,14.0,60.37,37.66,1.0,2026-03-03,103.97,,0
108915,52,4552.68,595.3,Cairo,Male,Month-to-month,Medium,16.0,8.5,91.33,2.0,2024-01-14,104.86,,0
142179,31,7583.83,632.7,Cairo ,Female,Month-to-month,Low,7.0,33.88,51.79,3.0,Apr 19 2026,103.52,,0
109200,26,11546.79,687.6,Cairo,Male,Month-to-month,Medium,34.0,45.28,26.43,1.0,2025-04-10,106.07,,0
137941,35,5351.87,694.0,Giza,Male,Two year,High,54.0,19.86,43.04,3.0,2025-09-27,,,0
154185,34,7850.63,605.4,Giza,Female,Month-to-month,High,39.0,55.17,47.41,2.0,Mar 24 2024,107.01,,0
148597,37,8468.82,620.4,Cairo,Male,One year,Medium,10.0,38.33,37.64,3.0,2024-04-19,104.73,,0
158586,53,7020.58,742.6,Cairo,Female,Month-to-month,Medium,29.0,85.4,43.09,0.0,Oct 24 2025,104.48,,0
108064,46,50841.33,568.7,Cairo,Female,Month-to-month,Medium,38.0,96.72,52.81,3.0,05/19/2024,103.99,,0
121053,20,22353.05,676.3,Giza,Male,One year,High,33.0,15.08,32.61,2.0,2024-11-07,101.59,,0
130488,41,6208.0,596.1,Cairo,Female,Month-to-month,Medium,17.0,27.63,50.88,2.0,01/21/2025,102.25,,0
107529,46,5622.89,619.1,Cairo,Female,Month-to-month,High,49.0,56.61,36.25,3.0,Jul 21 2025,107.14,,0
109936,41,9877.67,685.0,Giza,Female,Month-to-month,Low,20.0,46.84,22.63,6.0,2024-11-09,101.78,,0
131355,31,4954.31,625.7,Alexandria,Female,Month-to-month, medium ,37.0,26.21,44.35,3.0,2024-11-17,102.05,,0
148002,40,37667.78,688.6,Giza,Male,Month-to-month,Medium,40.0,28.95,46.6,1.0,2025-08-26,106.87,P20,0
149676,41,14493.6,635.6,Aswan,Male,Month-to-month,Low,28.0,51.94,50.1,3.0,2026-03-08,101.94,,0
149980,,8110.53,612.7,Cairo,Male,,Low,31.0,27.16,37.43,3.0,2025-10-19,104.65,,0
134357,36,4019.3,633.9,Cairo,Male,Two year,Medium,30.0,34.39,49.84,2.0,2025-01-09,101.89,,0
138896,30,3267.25,719.9,Cairo,Female,Month-to-month,Medium,15.0,19.19,50.85,4.0,Dec 17 2025,103.69,P10,0
146281,44,11035.12,647.7,Giza,Female,Month-to-month,Low,40.0,90.07,56.66,2.0,Aug 09 2024,103.65,,0
109074,52,,693.1,Giza,Female,One year,Medium,72.0,34.8,46.87,1.0,2025-03-29,105.15,,0
124962,37,19919.21,662.0,Alexandria,Female,One year,Low,45.0,,43.42,3.0,2025-09-16,106.69,,0
100477,52,9204.66,599.6,Cairo,Female,,High,17.0,99.56,41.92,2.0,2025-01-14,102.49,,0
116359,64,16167.29,715.3,Cairo,Male,Month-to-month,Low,48.0,36.43,35.56,0.0,2026-07-12,107.92,,0
124840,41,16898.09,619.1,Giza,Female,Month-to-month,High,72.0,25.49,57.41,2.0,Jan 09 2024,102.11,,0
124916,52,10456.76,622.7,Aswan,Male,Month-to-month,Medium,,52.7,56.51,1.0,2026-01-11,,,1
115360,25,15898.0,600.5,Cairo,Male,One year,Medium,7.0,58.03,66.29,3.0,Apr 22 2025,106.58,,0
116243,52,5427.8,634.8,Alexandria,Female,Two year,Low,18.0,56.92,40.82,1.0,2025-04-24,104.56,,0
133822,34,13526.26,738.1,Mansoura,Male,Month-to-month,Medium,52.0,89.32,45.21,5.0,2024-07-29,103.67,VIP,0
131936,27,31547.91,536.5,Cairo,Female,Month-to-month,Medium,7.0,72.67,47.08,3.0,2025-07-09,106.01,,0
148298,41,5258.73,644.7,Mansoura,Female ,Month-to-month,High,22.0,18.24,47.78,6.0,02/29/2024,104.56,,0
125312,49,9841.29,678.4,Alexandria,Male,Month-to-month,High,26.0,59.66,25.87,0.0,Aug 13 2024,103.97,,0
104403,31,33006.99,595.8,Cairo,Female,Two year,High,60.0,102.89,44.78,1.0,2024-05-10,104.85,,0
152612,40,5723.76,672.1,Mansoura,Female,Month-to-month,Medium,15.0,32.64,40.99,3.0,2025-01-24,104.12,,0
127693,46,6751.41,762.9,Mansoura,Male,Month-to-month,High,30.0,,27.56,2.0,2025-12-26,102.64,,0
136475,48,7774.28,684.1,Giza,Male,One year,Medium,19.0,45.01,17.43,2.0,2025-10-31,103.67,,0
133604,41,17517.52,656.6,Cairo,Female,One year,Low,29.0,71.07,44.16,1.0,03/08/2025,105.1,,0
124220,44,17710.07,758.3,Mansoura,Female,Month-to-month,High,62.0,137.37,49.34,0.0,2025-11-03,103.57,,0
141146,34,14561.55,566.8,Cairo,Male,Month-to-month,Medium,25.0,40.1,48.64,0.0,04/29/2024,106.7,,0
131169,43,5095.72,707.6,Cairo,Male,Month-to-month,Medium,36.0,45.62,44.58,2.0,2024-10-26,100.91,,1
131383,41,9638.53,713.4,Cairo,Male,One year,Medium,7.0,37.55,36.12,1.0,2024-02-25,104.82,P20,0
157528,60,8810.8,683.5,Cairo,Female,Month-to-month,Low,33.0,59.14,29.97,2.0,2025-08-15,107.73,,0
148273,65,11018.57,720.3,CAIRO,Female, One year ,Medium,31.0,74.09,63.87,,2024-06-10,104.2,P20,0
123535,32,14063.21,653.5,Mansoura,Female,Month-to-month,Medium,28.0,,28.88,3.0,2025-10-07,103.61,,0
145164,40,2500.0,829.4,Giza,Male,Two year,Low,22.0,7.66,42.98,1.0,Nov 11 2025,103.73,,0
105875,24,5247.14,679.1,Cairo,Male,One year,Low,18.0,110.4,46.44,1.0,Feb 07 2025,101.97,,0
130089,24,34705.56,613.1,Alexandria,Female,Month-to-month,Medium,15.0,83.93,56.49,1.0,2025-10-22,105.2,,1
159053,18,40067.78,562.9, aswan,Female,One year,Medium,20.0,25.09,54.01,4.0,2026-07-23,106.55,,0
117180,33,4360.5,659.2,Cairo,Female,Month-to-month,Low,35.0,8.09,40.29,5.0,May 01 2024,105.35,,0
145514,24,7799.63,674.8,Aswan,Male,Month-to-month,High,42.0,72.8,48.65,4.0,Jan 27 2025,103.5,,0
139997,26,34333.36,707.4,Cairo,Male,One year,High,57.0,76.5,52.37,2.0,Feb 07 2025,102.83,,0
108479,24,20138.61,575.7,Alexandria,Male,Two year,High,28.0,94.76,42.43,3.0,2024-07-16,104.11,,0
136199,35,30331.28,712.4,Giza,Female,Month-to-month,Low,23.0,99.15,39.48,1.0,2025-12-06,104.37,,0
150197,38,18702.22,623.4,Aswan,Female,Month-to-month,Medium,21.0,20.51,37.37,0.0,2025-06-15,105.88,,0
152353,35,11717.32,660.1,Cairo,Female,Month-to-month,Medium,21.0,31.79,63.22,0.0,09/12/2024,101.63,,0
152626,42,5208.5,652.7,Giza,Female,Two year,Medium,57.0,19.8,48.24,1.0,2025-09-25,105.91,,0
137789,,8981.27,709.5,Cairo,Female,One year,Medium,34.0,31.25,19.27,1.0,12/24/2024,102.18,,0
100213,39,7841.04,719.2,Cairo,Male,Month-to-month,Low,7.0,24.96,36.37,3.0,08/05/2025,106.42,,1
104249,31,7221.23,598.6,Mansoura,Male,Month-to-month,High,28.0,64.89,49.09,5.0,01/18/2025,101.69,,0
126774,32,11096.57,665.7,Aswan,Male,Month-to-month,Medium,42.0,6.63,49.24,1.0,2024-08-29,103.08,,0
147226,32,42459.8,510.9,Cairo,Female,Month-to-month,High,43.0,106.36,59.06,1.0,09/20/2025,106.47,,0
138607,53,15333.06,679.3,CAIRO,Male,One year,Medium,7.0,52.13,44.97,2.0,Aug 02 2025,105.98,,0
147024, 32 ,6655.0,787.2,Cairo,Female,Two year,High,16.0,177.26,38.32,0.0,Mar 10 2025,105.04,,0
150319,42,17838.45,550.4,Mansoura,Female,Month-to-month,Medium,8.0,55.26,42.36,2.0,06/11/2024,105.29,,0
107985,43,27772.07,675.9,Alexandria,Male,Month-to-month,Medium,14.0,75.57,51.62,3.0,2025-08-15,104.17,,0
116165,45,9908.09,634.6,Mansoura,Male,Month-to-month,Medium,,11.07,47.2,2.0,03/08/2024,106.17,,0
115326,55,5435.51,730.0,Mansoura,Female,One year,Low,57.0,35.82,69.52,0.0,04/02/2024,104.6,,0
153792,23,22662.84,756.8,,Male,Month-to-month,Low,17.0,45.39,44.78,3.0,Jun 09 2024,104.38,VIP,0
144766,52,11161.33,680.3,Alexandria,Male,One year,Low,12.0,44.58,73.78,3.0,07/29/2024,105.99,,0
121635,23,14336.59,738.5,Giza,Male,Two year,Low,51.0,100.25,22.84,0.0,2025-07-14,108.05,,0
105749,30,9029.8,789.0,Cairo,Female,Month-to-month,Medium,14.0,101.75,22.68,5.0,01/02/2024,104.22,,1
140745,18,36954.48,554.1,Cairo,Male,Two year,Medium,36.0,26.44,34.13,3.0,2024-04-12,105.1,,0
102096,48,34076.25,686.8,Giza,Female,One year,Medium,44.0,,27.03,5.0,12/04/2024,102.31,,0
151748,40,28608.93,585.7,Giza,Male,Two year,Medium,18.0,62.67,57.59,2.0,2024-11-06,102.58,,0
138859,43,18652.87,658.0,Aswan,Male,Month-to-month,Low,9.0,25.23,58.41,2.0,2026-04-17,103.68,,0
130282,34,11690.98,564.5,Cairo,Female,Month-to-month,Medium,44.0,13.8,50.92,5.0,Nov 13 2025,104.0,,0
109135,27,22749.49,723.4,Mansoura,Male,Month-to-month,Medium,26.0,24.25,56.22,3.0,2025-07-14,107.52,,0
106995,47,3916.95,704.8,Aswan,Female,Month-to-month,Medium,12.0,112.31187612136611,39.18,4.0,2025-01-15,103.62,,0
143503,52,10920.43,653.7,Cairo,Male,Month-to-month,Low,13.0,51.59,45.83,3.0,2026-06-28,105.42,,0
109999,52,28429.09,626.2,Cairo,Female,One year,High,19.0,66.56,47.16,1.0,2026-05-08,105.28,,0
122495,48,43070.57,652.7,Giza,Female ,Month-to-month,Medium,,19.63,37.94,1.0,Jan 01 2026,103.9,,0
150703,34,,716.4,Cairo,Male,Month-to-month,High,18.0,76.26,35.12,2.0,10/27/2025,105.11,,0
126458,37,11673.8,506.4,Cairo,Male,Two year,High,54.0,45.76,34.26,4.0,2024-01-10,103.17,,0
156100,37,8430.45,709.3,Cairo,Female,Month-to-month,Low,71.0,29.13,43.08,3.0,12/07/2024,102.0,,0
121544,45,10025.52,606.8,Mansoura,Female,Two year,Medium,47.0,43.95,33.13,3.0,2025-08-28,106.63,,0
101423,44,21377.68,575.6,Mansoura,Male,One year,Medium,25.0,42.31,43.18,1.0,04/21/2025,105.72,,0
111025,49,2640.35,580.2,Giza,Female,Two year,High,22.0,63.7,41.37,4.0,2024-04-11,104.78,,0
116733,18,17357.24,706.2,Mansoura,Male,Month-to-month,Medium,64.0,90.78,37.04,1.0,2025-07-25,107.54,,0
112679,25,21826.53,623.0,,Female,Month-to-month,High,39.0,16.71,53.99,2.0,07/14/2025,107.89,,0
126243,29,15061.26,518.9,Cairo,Male,Month-to-month,Medium,35.0,92.9,39.47,3.0,2026-07-18,106.1,,0
132674,40,,668.8,Cairo,Male,One year,Medium,58.0,26.92,49.93,5.0,2026-07-25,107.06,,0
129543,50,10246.47,628.7,Cairo,Male,Month-to-month,High,57.0,58.83,57.93,3.0,03/19/2026,102.31,,1
154774,22,7074.09,739.8,Cairo,Male,Month-to-month,High,50.0,21.61,41.21,1.0,2024-03-19,106.03,,0
149178,31,6014.81,694.7,Aswan,Female,One year,High,15.0,44.05,50.98,1.0,Jan 15 2025,103.86,,0
128873,34,7709.06,572.5,Mansoura,Female,Month-to-month,Medium,58.0,27.28,38.59,3.0,04/10/2026,103.73,,0
139284,30,13959.68,682.8,Cairo,Female,One year,Medium,51.0,47.37,48.27,1.0,2024-05-02,105.75,VIP,0
123533,41,9622.53,684.0,Cairo,Female,Month-to-month,High,56.0,7.42,50.69,1.0,2025-10-16,105.51,,0
104615,32,5538.32,580.4,Cairo,Male,Two year,Medium,24.0,,74.7,4.0,2025-06-15,106.96,,0
103132,31,10709.76,473.5,Alexandria,Male,Month-to-month,High,22.0,95.59,48.31,6.0,2024-10-05,102.28,,0
111989,26,14747.26,580.6,Cairo,Male,One year,High,24.0,79.0,40.41,4.0,04/01/2025,104.76,,0
152077,42,6916.88,583.2,Alexandria,Female,Month-to-month,High,26.0,35.52,64.11,1.0,2025-06-26,108.15,,0
132091,20,11121.46,594.3,Alexandria,Female,Month-to-month,Medium,5.0,39.34,34.08,1.0,2025-03-17,104.1,,0
127586,52,15028.72,694.7,Cairo,Male,Month-to-month,Medium,60.0,101.26,55.77,3.0,2025-12-16,104.2,,0
142028,53,19814.21,722.4,Cairo,Female,One year,High,40.0,85.2,63.18,5.0,2026-05-09,105.47,VIP,0
144319,61,36746.59,613.1,Alexandria,Female,Month-to-month,Medium,62.0,20.66,26.05,2.0,2025-04-04,105.21,,0
142227,18,18873.84,657.8,Cairo,Male,Month-to-month,Low,29.0,,54.54,1.0,2024-12-11,102.28,VIP,0
157248,30,19516.71,664.3,Cairo,Female,One year,High,17.0,39.34,42.9,4.0,2026-01-02,103.22,,0
131639,29,8848.99,,Aswan,Male,Month-to-month,High,10.0,57.98,45.13,4.0,2026-05-14,105.92,,0
135828,19,13930.39,820.2,Cairo,Male,,Medium,59.0,86.28,54.17,1.0,2026-03-07,103.58,,0
101639,39,3960.04,590.4,Cairo,Male,One year,High,27.0,30.31,47.93,4.0,05/21/2024,106.63,P10,0
120716,48,22928.59,,Giza,Female,Month-to-month,Low,32.0,12.28,46.46,3.0,2025-02-08,103.82,,0
128298,40,9631.83,540.0,Cairo,Male,Month-to-month,High,28.0,46.91,56.32,4.0,2025-02-27,104.33,,0
157719,42,10693.24,626.1,Aswan,Female,Month-to-month,Medium,12.0,15.3,64.03,4.0,2026-02-27,102.09,,0
143546,,2500.0,728.8,Cairo,Male,One year,Low,23.0,51.91,51.79,4.0,2026-05-23,104.62,,0
131506,30,26019.42,605.1,Mansoura,Male ,Two year,Medium,9.0,25.69,49.53,1.0,Jul 25 2024,105.79,,0
127798,39,10286.71,705.4,Aswan,Male,Month-to-month,Medium,72.0,28.58,55.68,2.0,2024-10-11,102.21,,0
